avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
14.8,3310600.0,117770.0,6495,64956,26.1,57.5,75.5,66.1,867.1102,362.024,618.4235,644.1,3460.0,2781.0,1342.0,1376.0,4003.6,9.0,61.4,7.0,3.1000000000000000,,,,,
15.4,3349250.0,117466.0,6455,65134,35.1,57.5,75.4,66.0,868.1137,363.1215,618.3985,649.1,3473.0,2813.0,1388.0,1504.0,4020.5,9.7,61.2,7.3,3.1500000000000000,,,,,
16.1,3353250.0,117978.0,6593,64692,39.2,57.7,75.7,66.3,871.0081,363.0529,613.6065,658.3,3398.0,2826.0,1437.0,1623.0,4084.7,9.4,61.5,7.3,3.1750000000000000,328.586,347.763,459.017,60.99679,6.886
16.7,3314600.0,117753.0,6551,64860,38.7,57.7,75.6,66.2,873.4174,361.5593,609.7614,667.5,3277.0,2953.0,1478.0,1704.0,4099.5,9.8,61.3,7.4,3.1200000000000000,,,,,
17.1,3312000.0,118144.0,6531,64600,41.2,57.8,75.8,66.4,874.6974,359.8862,607.3791,673.4,3412.0,2801.0,1425.0,1771.0,4117.0,9.7,61.5,7.4,3.1500000000000000,,,,,
17.4,3343750.0,118426.0,6492,64513,42.1,57.9,75.8,66.5,881.1503,359.0685,604.3771,677.0,3296.0,2821.0,1380.0,1750.0,4131.5,9.9,61.6,7.4,3.1750000000000000,340.749,347.262,473.119,61.57938,6.814
17.8,3344800.0,118375.0,6550,64384,40.4,57.8,76.1,66.6,881.7635,357.3346,602.1855,680.5,3417.0,2788.0,1460.0,1984.0,4158.4,9.9,61.5,7.6,3.1600000000000000,,,,,
18.2,3289750.0,118419.0,6462,64204,41.1,57.9,76.2,66.7,879.3871,357.1078,601.0438,681.2,3518.0,2809.0,1608.0,2150.0,4177.1,10.1,61.5,7.8,3.1250000000000000,,,,,
18.1,3217750.0,118713.0,6509,64263,40.1,58.1,76.0,66.7,878.6067,356.0901,599.2624,685.6,3438.0,2832.0,1490.0,2124.0,4204.8,9.6,61.6,7.7,3.1000000000000000,323.237,337.39,451.034,61.89802,6.735
18.0,3250200.0,118826.0,6485,64405,38.3,58.0,76.0,66.6,880.214,354.4738,597.2686,691.5,3436.0,2840.0,1506.0,2073.0,4220.9,9.7,61.6,7.6,3.1000000000000000,,,,,
18.1,3204250.0,118720.0,6410,64728,40.4,57.8,75.9,66.5,882.9267,354.3031,598.4079,700.2,3428.0,2882.0,1393.0,2111.0,4255.3,8.7,61.4,7.6,3.0750000000000000,,,,,
18.9,3062400.0,118628.0,6575,65416,38.1,57.6,75.6,66.2,885.7516,352.4856,596.8462,708.3,3356.0,2630.0,1311.0,2194.0,4284.7,8.0,61.3,7.3,2.9000000000000000,330.015,348.611,467.072,62.52256,6.584
17.9,2949000.0,118876.0,6628,65180,37.3,57.8,75.6,66.3,887.0474,352.536,596.8954,714.8,3317.0,2923.0,1405.0,1992.0,4300.5,8.0,61.4,7.4,2.8250000000000000,,,,,
19.0,2823750.0,118997.0,6458,65230,38.5,57.9,75.5,66.3,887.7986,354.1174,596.507,720.2,3189.0,2759.0,1595.0,2056.0,4336.4,10.6,61.4,7.4,2.7000000000000000,,,,,
18.3,2713000.0,119075.0,6196,65562,34.8,57.7,75.4,66.2,886.1204,357.4428,595.5038,721.6,3299.0,2649.0,1380.0,1966.0,4340.7,8.6,61.4,7.3,2.5800000000000000,328.957,341.907,470.684,62.86657,6.508
18.2,2641000.0,119275.0,6627,65650,33.7,57.7,75.4,66.2,886.9405,358.8208,593.5436,722.2,3461.0,2580.0,1283.0,1907.0,4355.3,8.9,61.4,7.1,2.5000000000000000,,,,,
17.6,2687500.0,119542.0,6318,65650,36.7,57.6,75.6,66.2,889.8609,358.9559,591.2705,724.6,3260.0,2666.0,1309.0,1806.0,4352.5,8.9,61.5,7.0,2.5750000000000000,,,,,
17.6,2775500.0,119474.0,6586,65814,35.4,57.7,75.4,66.1,892.7225,360.027,585.6237,728.5,3350.0,2620.0,1381.0,1633.0,4393.4,8.7,61.5,7.1,2.6750000000000000,343.279,357.791,497.402,63.91524,6.406
17.5,2778400.0,120115.0,6543,65285,33.7,58.0,75.6,66.4,898.1498,363.2967,587.9556,739.2,3363.0,2617.0,1325.0,1776.0,4422.4,8.3,61.7,7.1,2.6400000000000000,,,,,
17.8,2812000.0,120290.0,6635,65308,37.6,58.0,75.7,66.5,902.3351,365.1922,590.218,745.0,3218.0,2778.0,1355.0,1786.0,4440.0,7.8,61.8,7.0,2.6750000000000000,,,,,
17.7,2782800.0,120467.0,6700,65485,34.6,57.9,75.7,66.4,904.435,369.7142,587.9117,750.6,3292.0,2586.0,1276.0,1770.0,4468.9,7.6,61.8,6.9,2.6400000000000000,355.933,379.879,502.315,64.10093,6.289
18.0,2803250.0,120856.0,6681,65444,36.5,58.0,75.7,66.4,907.2895,371.9253,587.7258,755.7,3176.0,2595.0,1256.0,1770.0,4481.1,7.7,62.0,6.8,2.7000000000000000,,,,,
18.1,2826000.0,120554.0,6575,65991,35.6,57.9,75.2,66.2,910.6807,373.0567,585.4309,761.5,3127.0,2516.0,1286.0,1756.0,4511.5,6.9,61.7,6.7,2.6750000000000000,,,,,
18.1,2825000.0,120823.0,6376,65871,33.0,58.1,75.3,66.3,914.8286,376.9377,583.9057,764.5,3336.0,2514.0,1220.0,1809.0,4532.8,6.3,61.8,6.8,2.7000000000000000,375.422,398.502,553.377,64.66861,6.25
18.6,2800750.0,121169.0,6250,65914,32.5,58.2,75.1,66.3,919.1913,380.6742,584.0132,769.9,3087.0,2518.0,1186.0,1800.0,4554.1,6.3,61.9,6.6,2.6500000000000000,,,,,
18.3,2762250.0,121464.0,6291,65853,34.2,58.4,75.0,66.4,928.6196,385.1993,583.711,772.1,3246.0,2362.0,1186.0,1782.0,4571.1,9.1,62.0,6.5,2.6250000000000000,,,,,
18.6,2709600.0,121966.0,4947,65357,29.1,58.7,75.3,66.6,929.5238,388.2273,587.4571,773.5,3184.0,2384.0,1327.0,1733.0,4585.1,7.1,62.2,6.6,2.5600000000000000,404.995,428.416,560.915,64.30709,6.264
19.0,2792500.0,122086.0,4677,65421,28.4,58.8,75.1,66.6,929.5739,390.9446,588.0769,774.6,2652.0,2714.0,1359.0,1759.0,4632.6,6.5,62.3,6.6,2.6250000000000000,,,,,
19.0,2754500.0,121930.0,4890,65813,26.4,58.7,74.9,66.5,931.8984,393.579,594.7881,775.1,2789.0,2543.0,1275.0,1780.0,4646.0,6.8,62.1,6.5,2.6000000000000000,,,,,
19.0,2736600.0,122290.0,4752,65742,26.7,58.8,74.9,66.5,935.5436,399.1998,600.4681,775.2,2842.0,2430.0,1175.0,1746.0,4671.1,6.4,62.3,6.4,2.5600000000000000,418.333,443.174,582.456,64.10716,6.339
19.5,2752750.0,122864.0,4836,65731,23.6,58.9,74.8,66.6,939.7548,403.7789,604.7404,775.1,2652.0,2462.0,1140.0,1696.0,4669.5,7.6,62.5,6.1,2.6000000000000000,,,,,
18.8,2720000.0,122634.0,4816,66132,23.1,58.7,74.7,66.4,944.6544,406.9311,609.0118,774.3,2757.0,2449.0,1155.0,1580.0,4708.9,6.9,62.3,6.1,2.5500000000000000,,,,,
19.0,2659600.0,122706.0,4505,66207,22.1,58.6,74.8,66.4,951.4312,414.6358,616.5098,775.4,2820.0,2316.0,1260.0,1562.0,4720.6,7.0,62.3,6.1,2.4800000000000000,439.704,461.204,619.929,64.01176,6.369
18.8,2647500.0,123342.0,4359,65768,22.5,58.9,75.0,66.6,957.502,420.5171,622.1225,772.2,2671.0,2569.0,1181.0,1569.0,4762.6,6.5,62.6,6.0,2.5000000000000000,,,,,
18.7,2629250.0,123687.0,4332,65827,21.6,58.9,75.0,66.6,965.1136,425.6746,624.9677,771.5,2671.0,2317.0,1203.0,1543.0,4775.0,6.8,62.7,5.9,2.4750000000000000,,,,,
19.3,2574000.0,124112.0,4472,65686,21.8,58.9,75.2,66.7,971.2342,433.0412,631.5911,769.9,2424.0,2283.0,1364.0,1591.0,4812.9,7.1,62.9,5.8,2.3800000000000000,453.102,475.619,643.516,64.38584,6.479
18.0,2532250.0,124516.0,4468,65716,21.5,58.9,75.2,66.7,977.7662,436.0752,638.3813,768.3,2619.0,2164.0,1196.0,1470.0,4825.6,7.0,63.0,5.6,2.3250000000000000,,,,,
17.8,2528800.0,124721.0,4440,65814,20.6,58.7,75.4,66.7,987.8106,443.2028,643.8298,766.6,2581.0,2146.0,1121.0,1367.0,4841.6,7.2,63.1,5.5,2.3400000000000000,,,,,
17.1,2512500.0,124663.0,4550,65715,20.9,58.8,75.4,66.8,996.7972,447.8858,654.3544,765.0,2764.0,2164.0,1056.0,1340.0,4851.2,7.5,63.0,5.6,2.3250000000000000,467.603,473.014,662.349,64.66271,6.55
17.0,2522500.0,124928.0,4397,65770,21.0,58.8,75.4,66.8,1006.1829,448.5184,666.6063,760.4,2578.0,2197.0,1119.0,1226.0,4850.8,7.8,63.1,5.4,2.3000000000000000,,,,,
17.3,2531250.0,124955.0,4451,65899,20.8,58.8,75.3,66.7,1013.6176,451.3964,673.5294,758.4,2572.0,2276.0,949.0,1338.0,4885.4,7.5,63.1,5.4,2.3250000000000000,,,,,
17.6,2519400.0,124945.0,4428,65558,21.1,59.2,75.3,66.9,1019.8816,457.3681,677.5317,757.1,2730.0,2370.0,1060.0,1413.0,4890.2,6.9,63.1,5.8,2.3000000000000000,491.19,501.361,682.223,65.31294,6.614
17.0,2573000.0,124421.0,4513,66435,22.2,58.8,74.9,66.5,1027.7361,459.8891,686.1633,753.0,2603.0,2332.0,1261.0,1316.0,4933.1,7.1,62.7,5.6,2.3250000000000000,,,,,
15.9,2606750.0,124522.0,4489,66504,21.4,58.7,75.0,66.5,1035.1162,464.1627,690.6134,750.8,2744.0,2354.0,1031.0,1235.0,4977.5,6.7,62.7,5.6,2.4000000000000000,,,,,
16.5,2622800.0,124816.0,4436,66272,22.2,59.1,74.9,66.6,1044.5193,468.5495,698.5567,750.7,2627.0,2565.0,1061.0,1250.0,4970.2,7.1,62.8,5.7,2.3600000000000000,498.739,528.356,696.765,64.73906,6.714
16.2,2607250.0,124852.0,4513,66465,22.0,59.0,74.8,66.6,1049.3134,473.3885,702.8397,749.1,2732.0,2434.0,1156.0,1235.0,5005.3,6.7,62.8,5.7,2.3750000000000000,,,,,
16.2,2626800.0,125133.0,4580,66394,21.7,59.0,75.0,66.6,1054.7455,475.3969,706.0539,745.9,2857.0,2296.0,1045.0,1261.0,5020.5,6.8,62.9,5.6,2.4000000000000000,,,,,
16.0,2663250.0,125388.0,4462,66476,22.9,59.2,74.7,66.6,1057.2145,475.1257,706.3091,740.9,2725.0,2380.0,1052.0,1220.0,5013.9,7.1,62.9,5.5,2.4000000000000000,505.677,544.273,699.668,64.18282,6.86
16.4,2672000.0,125188.0,4489,66741,22.3,59.1,74.6,66.5,1060.8,478.0789,712.6118,737.9,2812.0,2353.0,1085.0,1254.0,5055.6,6.6,62.8,5.6,2.4000000000000000,,,,,
16.3,2612600.0,125088.0,4434,66997,22.2,58.9,74.6,66.4,1062.0481,482.8941,715.1109,732.6,2662.0,2414.0,1117.0,1214.0,5097.5,6.1,62.7,5.6,2.3800000000000000,,,,,
16.1,2648750.0,125125.0,4022,67018,23.5,58.9,74.6,66.4,1068.2527,485.4997,721.8113,726.2,2725.0,2387.0,1162.0,1209.0,5085.7,6.7,62.7,5.6,2.3500000000000000,524.958,570.595,726.619,65.04171,7.016
16.4,2692750.0,125639.0,4420,66820,23.1,58.9,74.9,66.6,1071.5367,484.632,724.1688,721.6,2713.0,2266.0,1106.0,1201.0,5132.8,6.7,62.9,5.5,2.4250000000000000,,,,,
17.3,2685000.0,125862.0,4429,66741,22.4,59.0,74.9,66.6,1077.4829,486.7487,727.344,721.9,2594.0,2259.0,1124.0,1330.0,5173.3,6.6,63.0,5.5,2.4000000000000000,,,,,
17.6,2633500.0,125994.0,4464,66692,23.8,59.1,74.9,66.7,1079.35,490.7405,732.0751,720.6,2530.0,2358.0,1108.0,1347.0,5208.0,5.7,63.0,5.6,2.3250000000000000,526.924,571.385,740.315,64.2497,7.18
17.0,2590500.0,126244.0,4327,66611,22.2,59.1,75.0,66.7,1081.5981,488.7727,736.4421,713.9,2765.0,2349.0,1044.0,1359.0,5223.8,6.7,63.0,5.6,2.3000000000000000,,,,,
17.6,2548000.0,126602.0,4312,66762,22.2,59.0,75.0,66.7,1084.7884,492.6708,741.4136,711.7,2552.0,2162.0,985.0,1370.0,5229.8,7.1,63.2,5.3,2.2800000000000000,,,,,
16.7,2490000.0,126947.0,4358,66357,22.2,59.3,75.2,66.9,1080.7377,492.4461,745.0458,708.5,2672.0,2332.0,961.0,1336.0,5251.9,6.7,63.3,5.5,2.2000000000000000,522.644,576.328,736.36,64.25469,7.369
17.3,2494400.0,127172.0,4391,66793,20.8,59.3,74.8,66.7,1089.3014,495.7375,747.8376,700.8,2496.0,2187.0,1002.0,1265.0,5275.0,6.6,63.3,5.1,2.2000000000000000,,,,,
16.8,2473000.0,127536.0,4382,66546,21.9,59.5,75.0,66.9,1096.134,499.7715,758.5608,695.1,2525.0,2214.0,1006.0,1214.0,5296.6,6.7,63.4,5.2,2.2000000000000000,,,,,
16.3,2460250.0,127890.0,4372,66352,21.8,59.6,75.1,67.0,1104.924,504.9336,765.9839,686.3,2477.0,2334.0,1084.0,1184.0,5328.5,6.4,63.5,5.2,2.1500000000000000,534.89,594.137,751.667,64.44697,7.623
15.9,2428600.0,127771.0,4025,66456,21.1,59.8,74.9,67.0,1112.1296,506.4734,772.0638,682.7,2920.0,2207.0,1013.0,1146.0,5351.2,6.4,63.4,5.4,2.1400000000000000,,,,,
15.6,2487750.0,127860.0,4365,66523,22.2,59.8,74.8,67.0,1122.9609,508.9654,778.6369,679.6,2621.0,2417.0,970.0,1154.0,5378.6,6.4,63.4,5.4,2.2000000000000000,,,,,
16.0,2487750.0,128298.0,4189,66829,21.0,59.6,74.9,67.0,1129.8736,511.9562,782.3782,678.3,2758.0,2219.0,1012.0,1150.0,5411.1,6.2,63.4,5.3,2.1750000000000000,546.764,620.834,764.966,64.34428,7.761
15.8,2415000.0,128298.0,4242,66988,20.9,59.5,74.9,66.9,1135.1303,509.3965,789.1722,675.5,2549.0,2357.0,1031.0,1109.0,5434.0,6.2,63.4,5.2,2.1000000000000000,,,,,
15.5,2347600.0,128891.0,4112,66622,21.0,59.8,75.0,67.1,1147.8438,504.5692,795.6323,671.2,2602.0,2323.0,1012.0,1098.0,5454.2,6.4,63.6,5.2,2.0400000000000000,,,,,
15.6,2324250.0,129143.0,4396,66658,21.0,59.7,75.1,67.1,1160.6711,506.0059,803.9052,665.4,2439.0,2190.0,1071.0,1105.0,5459.3,6.5,63.7,5.1,2.0000000000000000,565.264,639.157,787.741,63.10907,8.002
15.4,2302800.0,129464.0,4032,66713,19.7,59.8,75.0,67.1,1171.9913,508.604,809.3214,665.3,2527.0,2061.0,1070.0,1051.0,5460.2,6.8,63.8,4.9,2.0000000000000000,,,,,
15.5,2295500.0,129412.0,3998,66789,20.4,59.7,75.0,67.1,1183.6073,511.5491,813.371,665.5,2562.0,2175.0,1009.0,1076.0,5494.2,6.6,63.7,5.0,2.0000000000000000,,,,,
16.4,2269500.0,129822.0,4040,66689,19.7,60.0,75.0,67.2,1190.5256,512.5224,816.5383,664.3,2402.0,2094.0,1041.0,1078.0,5548.8,6.1,63.9,4.9,1.9500000000000000,587.262,662.439,821.463,62.48709,8.102
16.0,2272400.0,130010.0,4049,66746,19.1,59.9,75.0,67.2,1196.5698,512.7391,822.52,668.7,2525.0,2120.0,929.0,1075.0,5587.0,6.0,63.9,4.8,1.9800000000000000,,,,,
15.9,2234750.0,130019.0,4004,66895,20.2,60.0,74.9,67.1,1208.1346,507.0424,829.9631,661.8,2474.0,2102.0,1000.0,1074.0,5601.7,6.2,63.9,4.9,1.9250000000000000,,,,,
16.1,2215500.0,130179.0,3973,67134,18.8,59.8,74.9,67.1,1214.9711,501.2528,833.9302,659.8,2566.0,1966.0,916.0,1034.0,5637.7,6.2,63.9,4.7,1.9000000000000000,589.208,657.419,813.375,62.77032,8.195
15.4,2215000.0,130653.0,3962,66980,19.6,59.8,75.1,67.2,1219.4879,501.3803,839.9065,662.3,2479.0,2027.0,879.0,938.0,5661.1,6.4,64.1,4.6,1.9000000000000000,,,,,
15.9,2235250.0,130679.0,3848,66943,19.9,60.1,74.9,67.2,1220.6075,501.3072,845.11,662.7,2534.0,1937.0,917.0,984.0,5692.1,6.4,64.0,4.7,1.9250000000000000,,,,,
15.6,2275200.0,130726.0,3922,67143,19.0,59.9,74.9,67.1,1224.3581,497.9632,855.6173,663.0,2587.0,1929.0,838.0,995.0,5689.9,7.4,64.0,4.6,1.9200000000000000,514.609,590.531,736.753,62.50988,8.238
15.4,2224250.0,130807.0,3866,67288,19.3,59.9,74.8,67.1,1237.666,493.2705,862.3126,665.3,2572.0,1918.0,852.0,957.0,5723.8,7.4,64.0,4.6,1.9000000000000000,,,,,
14.5,2221750.0,130814.0,3859,67311,19.9,59.9,74.8,67.1,1252.423,491.6381,866.1234,664.8,2789.0,1972.0,854.0,918.0,5750.3,7.5,64.0,4.7,1.9000000000000000,,,,,
14.7,2182500.0,131209.0,3775,67581,19.3,59.7,74.8,67.0,1259.0047,498.7187,864.3862,663.7,2628.0,1918.0,594.0,883.0,5788.1,7.2,64.1,4.3,1.8500000000000000,512.233,590.486,731.17,61.85196,8.326
14.7,2134600.0,131325.0,3727,67527,18.9,59.7,74.9,67.0,1259.7162,496.2176,875.9942,663.7,2641.0,1950.0,651.0,839.0,5837.9,6.9,64.1,4.4,1.8000000000000000,,,,,
14.1,2214250.0,131244.0,3766,67630,19.7,59.7,74.9,67.0,1260.9891,493.8558,891.1046,661.1,2546.0,2079.0,824.0,789.0,5871.7,6.8,64.0,4.5,1.8500000000000000,,,,,
14.1,2333750.0,131329.0,3796,67682,20.2,59.7,75.0,67.0,1265.6262,488.9367,897.6759,658.8,2593.0,2005.0,755.0,821.0,5890.0,6.9,64.0,4.5,1.9500000000000000,507.761,592.175,733.218,60.58693,8.469
13.7,2237600.0,131390.0,3537,67910,20.7,59.8,74.6,67.0,1272.1515,490.4821,903.9798,658.4,2597.0,1963.0,808.0,818.0,5925.0,6.8,63.9,4.5,1.8600000000000000,,,,,
14.4,2153000.0,131986.0,3448,67413,19.9,60.0,75.0,67.2,1274.9854,491.4651,912.4028,660.5,2624.0,1985.0,772.0,916.0,5965.6,6.4,64.2,4.6,1.8000000000000000,,,,,
14.1,2164400.0,131999.0,3433,67640,18.7,60.0,74.9,67.2,1283.8806,493.9006,931.3777,662.6,2823.0,1909.0,723.0,858.0,5998.8,6.2,64.1,4.5,1.8000000000000000,490.487,573.39,711.168,60.40696,8.511
14.5,2203750.0,132280.0,3339,67723,20.5,59.9,75.0,67.1,1302.7637,494.8452,942.2588,667.2,2510.0,1998.0,715.0,875.0,6015.4,6.3,64.2,4.4,1.8250000000000000,,,,,
14.0,2220250.0,132602.0,3420,67635,20.2,60.0,74.9,67.2,1311.2914,497.7709,939.1788,666.1,2587.0,1806.0,756.0,803.0,6070.5,5.8,64.3,4.4,1.8500000000000000,,,,,
13.4,2287200.0,133027.0,3449,67715,20.6,60.1,75.0,67.2,1317.3538,498.3701,937.819,666.7,2462.0,1993.0,775.0,714.0,6072.9,6.3,64.4,4.3,1.9000000000000000,523.039,620.58,749.51,60.01334,8.584
13.8,2240500.0,132856.0,3425,67906,20.4,60.0,74.9,67.2,1320.2103,494.867,935.9025,665.9,2566.0,1946.0,749.0,801.0,6101.8,6.2,64.2,4.4,1.8750000000000000,,,,,
13.4,2227000.0,132947.0,3550,68306,21.4,59.9,74.7,67.0,1326.2659,493.9966,944.4415,665.4,2473.0,1905.0,758.0,714.0,6132.9,5.9,64.2,4.2,1.8500000000000000,,,,,
13.3,2237500.0,132955.0,3443,68277,19.8,60.1,74.6,67.1,1332.0162,497.1947,947.2509,664.0,2781.0,1848.0,782.0,698.0,6196.2,5.1,64.2,4.3,1.8250000000000000,537.853,616.658,761.403,59.20506,8.645
13.4,2214400.0,133311.0,3393,68320,21.5,59.9,74.8,67.1,1340.9791,494.5747,942.3921,664.9,2511.0,1789.0,787.0,718.0,6225.7,4.9,64.3,4.2,1.8000000000000000,,,,,
14.3,2192250.0,133378.0,3411,68304,21.3,60.1,74.7,67.1,1347.0871,495.2491,949.748,662.5,2521.0,1773.0,812.0,812.0,6254.0,4.8,64.2,4.3,1.8000000000000000,,,,,
13.6,2193200.0,133414.0,3350,68390,19.4,60.0,74.7,67.1,1354.4315,495.0997,958.5219,659.3,2643.0,1783.0,781.0,732.0,6281.5,4.8,64.2,4.3,1.8000000000000000,536.775,596.109,764.385,58.42135,8.816
13.1,2180250.0,133591.0,3286,68609,21.3,60.0,74.6,67.0,1370.1953,492.2558,969.1136,657.8,2546.0,1824.0,748.0,706.0,6326.5,4.7,64.2,4.2,1.8000000000000000,,,,,
13.1,2162000.0,133707.0,3279,68642,20.3,60.0,74.6,67.0,1388.6405,493.7374,975.1908,653.5,2611.0,1835.0,739.0,709.0,6378.8,4.2,64.2,4.2,1.8000000000000000,,,,,
13.3,2102800.0,133993.0,3153,68712,19.9,60.1,74.6,67.0,1411.5855,492.5719,978.2818,656.3,2536.0,1847.0,713.0,724.0,6402.1,4.5,64.3,4.1,1.7000000000000000,556.245,596.749,788.155,58.34802,8.902
12.9,2085750.0,134309.0,3225,68641,20.5,60.2,74.6,67.1,1425.027,494.5495,1000.3072,659.6,2562.0,1775.0,697.0,682.0,6437.9,4.8,64.4,4.1,1.7000000000000000,,,,,
12.9,2097250.0,134523.0,3283,68655,19.6,60.1,74.8,67.1,1460.2271,506.3286,1001.0411,664.8,2642.0,1614.0,696.0,680.0,6538.7,4.3,64.4,4.0,1.7000000000000000,,,,,
13.1,2109800.0,136559.0,3208,69142,20.9,60.1,75.1,67.3,1480.8642,510.1748,1003.6179,662.8,2541.0,1749.0,659.0,721.0,6535.3,5.4,64.6,4.0,1.7000000000000000,527.574,565.189,770.883,57.71743,8.989
12.6,2147500.0,136598.0,3167,69120,21.2,60.0,75.3,67.3,1491.6053,510.8263,1016.571,652.1,2604.0,1912.0,671.0,629.0,6619.7,4.8,64.6,4.1,1.7000000000000000,,,,,
12.7,2079000.0,136701.0,3231,69338,19.6,60.1,75.0,67.3,1517.7508,514.6795,1026.2798,647.7,2780.0,1781.0,666.0,646.0,6685.8,4.5,64.6,4.0,1.7000000000000000,,,,,
12.4,2015400.0,137270.0,3186,69267,20.3,60.3,74.9,67.3,1541.1409,520.3064,1035.2042,652.8,2510.0,1845.0,662.0,599.0,6671.1,5.0,64.7,3.8,1.6000000000000000,519.811,556.425,761.52,55.48513,9.251
12.6,1989500.0,136630.0,3283,69853,20.4,60.0,74.8,67.1,1564.9613,523.9815,1052.0575,645.4,2564.0,1911.0,683.0,643.0,6707.6,4.9,64.4,4.0,1.6000000000000000,,,,,
12.3,2028250.0,136940.0,3209,69876,19.2,60.0,74.8,67.1,1585.2548,529.5361,1062.7838,640.3,2579.0,1753.0,616.0,627.0,6743.9,4.9,64.5,4.0,1.6000000000000000,,,,,
13.4,2085600.0,136531.0,3144,70398,20.8,59.9,74.5,66.9,1600.6574,531.1734,1068.5838,639.0,2498.0,1824.0,645.0,698.0,6764.1,5.2,64.2,4.0,1.6800000000000000,513.298,558.414,736.092,54.98329,9.372
12.9,2117250.0,136662.0,3211,70401,20.4,59.6,74.8,66.9,1613.8629,538.934,1071.6919,637.1,2550.0,1893.0,685.0,709.0,6799.1,5.2,64.2,4.1,1.7000000000000000,,,,,
12.2,2119600.0,136893.0,3217,70645,20.5,59.8,74.6,66.9,1624.4703,543.7675,1072.9611,633.5,2571.0,1746.0,644.0,646.0,6882.9,4.5,64.2,3.9,1.7000000000000000,,,,,
12.7,2116250.0,137088.0,3179,70782,21.8,59.7,74.5,66.8,1625.2396,544.238,1077.9674,631.8,2497.0,1724.0,710.0,627.0,6888.2,4.6,64.2,3.9,1.7000000000000000,491.81,532.415,717.789,54.24085,9.549
12.4,2211250.0,137322.0,3467,70579,21.0,59.9,74.6,66.9,1635.103,548.2649,1080.4847,627.1,2512.0,1790.0,723.0,593.0,6902.4,4.5,64.3,3.9,1.7500000000000000,,,,,
12.5,2306400.0,137614.0,3243,70488,22.7,59.9,74.7,67.0,1638.6724,555.5354,1085.275,623.5,2477.0,1825.0,687.0,642.0,6945.7,4.2,64.4,3.9,1.8400000000000000,,,,,
12.7,2395750.0,137778.0,3332,70088,27.3,60.1,75.0,67.2,1641.486,558.4753,1094.0743,624.5,2648.0,1956.0,696.0,676.0,6977.0,4.8,64.4,4.2,1.9000000000000000,528.836,559.398,717.433,55.1304,9.501
12.8,2486500.0,137612.0,3296,70409,25.4,60.0,74.8,67.1,1654.7222,557.7588,1094.2773,625.7,2851.0,1764.0,777.0,714.0,6995.8,4.9,64.3,4.2,1.9750000000000000,,,,,
12.8,2585400.0,137783.0,3280,70381,23.7,60.2,74.7,67.2,1668.3002,557.1872,1092.0303,629.7,2681.0,2059.0,825.0,696.0,6987.9,5.3,64.3,4.3,2.0400000000000000,,,,,
12.4,2697250.0,137299.0,3289,70956,27.3,59.8,74.6,66.9,1682.4285,561.4209,1089.1854,633.0,2972.0,1990.0,787.0,712.0,7001.2,5.0,64.0,4.4,2.1000000000000000,551.684,595.285,734.373,54.03766,9.458
12.1,2819250.0,137092.0,3439,71414,29.1,59.7,74.4,66.7,1695.2082,566.0048,1084.1697,630.9,2701.0,2045.0,877.0,624.0,7047.1,4.4,63.8,4.3,2.2000000000000000,,,,,
12.7,2947400.0,136873.0,3792,71592,28.8,59.7,74.3,66.7,1699.9599,564.6617,1072.0459,633.8,2808.0,2025.0,822.0,710.0,7060.7,4.4,63.7,4.5,2.3000000000000000,,,,,
12.9,3030750.0,137071.0,3556,71526,33.1,59.7,74.4,66.8,1702.6189,564.221,1063.9775,642.0,2642.0,2187.0,951.0,702.0,7072.2,5.6,63.7,4.6,2.3750000000000000,505.61,583.876,668.439,54.80656,9.096
13.3,3120000.0,136241.0,3380,72136,30.6,59.5,74.1,66.5,1703.9589,566.8024,1055.8596,648.4,2966.0,2187.0,1004.0,857.0,7108.9,6.8,63.2,4.9,2.4250000000000000,,,,,
13.2,3262200.0,136846.0,4233,71676,35.7,59.6,74.5,66.8,1714.2403,567.2375,1059.2708,677.0,2837.0,2350.0,1131.0,819.0,7012.8,7.0,63.5,5.0,2.5400000000000000,,,,,
13.3,3527500.0,136392.0,4437,71817,39.2,59.7,74.4,66.7,1717.3394,566.4527,1044.5855,656.4,3111.0,2531.0,1173.0,909.0,7208.4,3.4,63.2,5.3,2.7500000000000000,489.453,615.711,635.928,55.75305,9.086
14.3,3656500.0,136238.0,4317,71876,40.2,59.8,74.3,66.7,1739.3841,571.8567,1034.0367,659.7,3090.0,2566.0,1213.0,1106.0,7167.9,4.1,63.0,5.5,2.8250000000000000,,,,,
14.5,3589400.0,136047.0,4393,72010,42.6,59.7,74.3,66.7,1757.8293,574.2877,1021.7985,667.0,3037.0,2797.0,1318.0,1126.0,7147.7,4.5,62.9,5.7,2.7800000000000000,,,,,
